ID,Date,Address,Suite,PermitType,ConstructionCost,OwnerName,Contractor,parcel_id,lat,long
180576,01-09-2014,466 E HIGH ST,,SIGNS,"2,000","SLADE INVESTMENTS, LLC",BACK CONSTRUCTION INC,16185125,-84.4935915554861,38.0376913152897
180577,01-08-2014,4050 GEORGETOWN RD,,ZONING COMPLIANCE PERMIT (N/C),0,GENESIS CENTER,MICHELLE DALTON - CONTACT,25367100,-84.5332870172941,38.1389232458403
180578,01-08-2014,1317 GRAY CT,,REMODELING RESIDENTIAL,"11,500",MR MRS. O'BRIEN,WILDCAT CONST & HOME IMPROVEMENT,23996871,-84.569064869771,37.9932639584072
180579,01-13-2014,3090 HELMSDALE PL,STE 265,SIGNS,"6,900",PITA SOCIAL,INSTANT SIGNS II,19969330,-84.4215918471122,38.011057583989
180580,01-08-2014,1030 S BROADWAY,STE. 7,ZONING COMPLIANCE PERMIT (N/C),0,BIG BLUE VAPOR SHOP LLC,BIG BLUE VAPOR SHOP LLC,20135920,-84.516350181233,38.0369676923333
180581,01-09-2014,3141 BEAUMONT CENTRE CIR,,"MECHANICAL COMM. $10,001-$25,000","24,270",BEAUMONT MEDICAL PROPERTY LLC,CECILS HEATING & A C INC,19993090,-84.55500740313,38.0206063223884
180582,01-09-2014,120 BERMUDA AVE,,"MECHANICAL, SINGLE FAMILY",0,WILILAM STULL,WILILAM STULL,46689100,-84.4719480408966,38.0616800553899
180583,01-09-2014,258 PLAZA DR,STE 102,ZONING COMPLIANCE PERMIT (N/C),0,THE PINK PARTY PALACE,,15889600,-84.5211862686145,38.0146565262023
180584,01-09-2014,1651 N BROADWAY,,REMODELING COMMERCIAL,"15,000",NORTH BROADWAY AUTO MALL,WILDCAT CONST & HOME IMPROVEMENT,21098150,-84.4727343153975,38.0692359432295
180585,01-10-2014,1809 MEETING ST,GARAGE B4,"GARAGES, MULTI-FAMILY","94,500","CONTINENTAL 245 FUND, LLC","ALBERTELLI CONSTRUCTION, INC.",38251320,-84.4393811129095,38.0401584236618
180586,01-10-2014,1809 MEETING ST,GARAGE B6,"GARAGES, MULTI-FAMILY","94,500","CONTINENTAL 245 FUND, LLC","ALBERTELLI CONSTRUCTION, INC.",38251320,-84.4393811129095,38.0401584236618
180587,01-10-2014,1809 MEETING ST,GARAGE B10,"GARAGES, MULTI-FAMILY","94,500","CONTINENTAL 245 FUND, LLC","ALBERTELLI CONSTRUCTION, INC.",38251320,-84.4393811129095,38.0401584236618
180588,01-09-2014,353 PRESTON AVE,,ZONING COMPLIANCE HOME OFFICE (N/C),0,KIM TRAVIS,,40521600,-84.4712773521044,38.0359586191182
180589,01-10-2014,1809 MEETING ST,MTNCE./KIOSK,COMMERCIAL GENERAL,"115,400","CONTINENTAL 245 FUND, LLC","ALBERTELLI CONSTRUCTION, INC.",38251320,-84.4393811129095,38.0401584236618
180590,01-09-2014,3657 HORSEMINT TRL,,REMODELING RESIDENTIAL,"20,000",MICHAEL & REVA LAVENDER,TRAVIS CONSTRUCTION & HOME IMPROVEMENT,38189950,-84.413044017603,37.9898772319612
180591,01-10-2014,2031 GEORGETOWN RD,,"MECHANICAL COMM. $10,001-$25,000","11,515",NET GAIN,SUTER MECHANICAL INC,38047820,-84.4198484457901,38.201438269398
180592,01-10-2014,620 S BROADWAY,,"MECHANICAL COMM. $2,001-$10,000","2,800",BURLEY TOBACCO,MONTHIE MECHANICAL INC,10842900,-84.5076541061667,38.0428803160948
180593,01-10-2014,2525 MILSOM LN,,SINGLE FAMILY RESIDENCE,"100,000",THE BRIGGS COMPANY,"BRIGGS COMPANY, THE",38167670,-84.508431773576,38.1050422801113
180594,01-14-2014,3001 RICHMOND RD,,SIGNS,"4,500",PNC BANK,SEBASTIAN SIGN & CRANE SERVICE INC,20008130,-84.4473072903565,38.0031359733454
180595,01-10-2014,3240 BEAUMONT CENTRE CIR,,TOWNHOUSE,"229,000",JAMB2,ANDOVER CONSTRUCTION LLC,38202870,-84.5607781861735,38.0175084123353
180596,01-10-2014,3242 BEAUMONT CENTRE CIR,,TOWNHOUSE,"219,000",JAMB2,ANDOVER CONSTRUCTION LLC,38202880,-84.5607663770089,38.0174073494168
180597,01-10-2014,3244 BEAUMONT CENTRE CIR,,TOWNHOUSE,"190,000",JAMB2,ANDOVER CONSTRUCTION LLC,38202890,-84.5607635755013,38.0173189437254
180598,01-10-2014,704 TROY TRL,,ZONING COMPLIANCE HOME OFFICE (N/C),0,JOYCE SWANN,JOYCE SWANN,20014740,-84.5057497565949,37.97144715789
180599,01-10-2014,3246 BEAUMONT CENTRE CIR,,TOWNHOUSE,"175,000",JAMB2,ANDOVER CONSTRUCTION LLC,38202900,-84.5607555040825,38.0172322403899
180600,01-10-2014,3248 BEAUMONT CENTRE CIR,,TOWNHOUSE,"229,000",JAMB2,ANDOVER CONSTRUCTION LLC,38202910,-84.5607472208779,38.017115260041
180601,01-10-2014,3246 BEAUMONT CENTRE CIR,,RESIDENTIAL DETACHED GARAGE,"6,000",JAMB2,ANDOVER CONSTRUCTION LLC,38202900,-84.5607555040825,38.0172322403899
180602,01-10-2014,3244 BEAUMONT CENTRE CIR,,RESIDENTIAL DETACHED GARAGE,"6,000",JAMB2,ANDOVER CONSTRUCTION LLC,38202890,-84.5607635755013,38.0173189437254
180603,01-10-2014,201 GRASSLAND PARK,,"MECHANICAL, SINGLE FAMILY","6,000",BARLOW HOMES,CENTRAL KY HEATING & AIR,38149380,-84.4295037702737,37.9828794111683
180604,01-10-2014,515 N BROADWAY,,"MECHANICAL, SINGLE FAMILY","24,000",BENNETT CLARK,FAYETTE HEATING & AIR CONDITIONING,15283750,-84.4911224472738,38.0555633103312
180605,01-10-2014,111 WOODLAND AVE,SPA,"MECHANICAL COMM. $2,001-$10,000","1,500",THE WOODLANDS,SUTER MECHANICAL INC,10027320,-84.4898170563025,38.0393179351332
180606,01-10-2014,2331 FORTUNE DR,,"MECHANICAL COMM. $2,001-$10,000","5,200",FORTUNE BUSINESS CENTER,DISPONETTE SERVICE CO INC,20035490,-84.4474451576214,38.0406280598644
180607,01-10-2014,1171 E NEW CIRCLE RD,,WRECKING COMMERCIAL,"25,000",S F DAWHARE ESTATE LIMITED PARTNERSHIP,S C CONTRACTING INC,23446675,-84.4524820985024,38.0332617837217
180608,01-10-2014,2180 MANGROVE DR,,REMODELING RESIDENTIAL,"18,500",HOLLEIGH SHARP,HOLLEIGH SHARP,19336090,-84.5831913293431,38.0013445226906
180609,01-10-2014,3077 BOBWHITE TRL,,SINGLE FAMILY RESIDENCE,"450,000",BILL COLLIER,JUSTICE BUILDERS LLC,38239090,-84.3897521783034,38.0249810414995
180610,01-10-2014,3240 BEACON ST,,"FENCE, RESIDENTIAL",700,JAMB BUILDERS LLC,RIO GRANDE FENCE CO INC,38196440,-84.5598928839385,38.0164422314725
180611,01-10-2014,3242 BEACON ST,,"FENCE, RESIDENTIAL",700,JAMB BUILDERS LLC,RIO GRANDE FENCE CO INC,38196450,-84.5597914259162,38.0163713934567
180612,01-10-2014,3244 BEACON ST,,"FENCE, RESIDENTIAL",700,JAMB BUILDERS LLC,RIO GRANDE FENCE CO INC,38196460,-84.5597095357913,38.0163119758376
180613,01-10-2014,3246 BEACON ST,,"FENCE, RESIDENTIAL",700,JAMB BUILDERS LLC,RIO GRANDE FENCE CO INC,38196470,-84.5596099278715,38.0162376502718
180614,01-13-2014,1716 HUNTERS REST CT,,"FENCE, RESIDENTIAL","1,200",CANNON & LEEANNE APPLEGATE,CANNON & LEEANNE APPLEGATE,20032570,-84.4546605394964,37.9706051119404
180615,01-22-2014,3174 RICHMOND RD,,RETAIL SALES REMODELING,"80,000",HIBBETT SPORTS,RICHARD VANN CONSTRUCTION,17289619,-84.4519705543703,37.9890545665169
180616,01-13-2014,440 PARK PL,,MECHANICAL COMM. <$2000,0,MEMBERS HERITAGE,FAYETTE HEATING & AIR CONDITIONING,16696751,-84.4838406969733,38.0690223013125
180617,01-14-2014,1699 BRYAN STATION RD,,GRADING RESIDENTIAL,0,HABITATI FOR HUMANITY,LEXINGTON HABITAT FOR HUMANITY,10033730,-84.4627982931144,38.0611478787292
180618,01-13-2014,407 W NEW CIRCLE RD,,"MECHANICAL COMM. $2,001-$10,000","9,000",MR MONEY / SMITH REALTORS,FAYETTE HEATING & AIR CONDITIONING,24400500,-84.4768869025889,38.0714876921444
180619,01-13-2014,1316 STANLEY AVE,,GRADING RESIDENTIAL,0,HARMONY HOME BUILDERS,HARMONY HOME BUILDERS LLC,44731600,-84.5158922630414,38.0306166158355
180620,01-15-2014,101 SAND LAKE DR,STE 110,SIGNS,"5,255",JET'S PIZZA,INSTANT SIGNS II,38244910,-84.4450481988401,37.9994180793883
180621,01-13-2014,1318 STANLEY AVE,,GRADING RESIDENTIAL,0,HARMONY HOME BUILDERS,HARMONY HOME BUILDERS LLC,47148853,-84.515598186227,38.0312523321176
180623,01-15-2014,2251 WAR ADMIRAL WAY,STE 130,TENANT FIT-UP,"350,000",FIRST WATCH CAFE,DEAN BUILDS INC,38214450,-84.4283299258065,38.0401330535257
180624,01-13-2014,3120 PIMLICO PKWY,STE. 134,ZONING COMPLIANCE PERMIT (N/C),0,LEX INSURANCE LLC,LEX INSURANCE LLC,20005430,-84.4613934973133,37.9849918979927
180625,01-13-2014,3120 PIMLICO PKWY,STE. 134,ZONING COMPLIANCE PERMIT (N/C),0,LEX REAL ESTATE LLC,LEX REAL ESTATE LLC,20005430,-84.4613934973133,37.9849918979927
180626,01-13-2014,248 TAHOMA RD,,"MECHANICAL, SINGLE FAMILY","10,000",CROUCH,COMFORTMASTER HEATING & COOLING,21137900,-84.5069402917474,38.0110735180213
180627,01-13-2014,630 SQUIRES RD,,LAND DISTURBANCE PERMIT COMMERCIAL,0,THE LEXINGTON FAYETTE URBAN CO. GOVT,"CLEARY CONSTRUCTION, INC.",10249900,-84.4593512808955,38.0863401658083
180628,01-13-2014,4076 MOONCOIN WAY,,REMODELING RESIDENTIAL,"40,000",EYAD ALBAREE,"PRO TILE PLUS, LLC",38228940,-84.5187264691856,37.9687083665167
180629,01-13-2014,269 GRASSLAND PARK,,"MECHANICAL, SINGLE FAMILY","10,000",GATEWOOD ARNOLD,COMFORTMASTER HEATING & COOLING,38149590,-84.4310120049463,37.9808263519874
180630,01-14-2014,2360 CHAUVIN DR,,"MECHANICAL COMM. $75,001-$100,000","100,000","BRANDSETTER CARROLL, INC",GREEN MECHANICAL CONSTRUCTION INC,13620235,-84.4631480175838,37.9937785384707
180631,01-21-2014,2141 EXECUTIVE DR,,"MECHANICAL COMM. $10,001-$25,000","25,000",HOMETOWN MANOR,BRYANTS SHEET METAL INC,19997660,-84.4285106805372,38.0459491790195
180632,01-21-2014,101 SAND LAKE DR,STE 110,"MECHANICAL COMM. $2,001-$10,000","10,000",JETT'S PIZZA,BRYANTS SHEET METAL INC,38244910,-84.4450481988401,37.9994180793883
180633,01-21-2014,705 E LOUDON AVE,,"MECHANICAL COMM. $10,001-$25,000","25,000",JOE'S MINI MART,BRYANTS SHEET METAL INC,14145925,-84.4686856726544,38.0479828059371
180634,01-14-2014,948 MANCHESTER ST,STE 120,REMOD. GEN. BUSINESS OFFICE/BLDG.,"20,000",OCULUS STUDIOS,TOM CHEEK AIA,13630300,-84.5110559722133,38.0530358130696
180635,01-14-2014,976 NANDINO BLVD,STE. A,ZONING COMPLIANCE PERMIT (N/C),0,NICK DECARLO,NICK DECARLO,11674975,-84.5059479174992,38.07841425778
180636,01-17-2014,1150 VERSAILLES RD,,WRECKING COMMERCIAL,"10,617",JOHN W CLARK OIL INC,S C CONTRACTING INC,14636900,-84.517825090187,38.0498229310958
180637,02-19-2014,525 BUCK PL,,REMODELING WAREHOUSE,"45,000",KALICO PRODUCTS,ANNIS & DREYER CONSTRUCTION INC,38226940,-84.5347827288495,38.0853421500328
180638,01-14-2014,268 SOUTHLAND DR,#120,MECHANICAL COMM. <$2000,0,PLANNED PARENTHOOD,CECILS HEATING & A C INC,13220950,-84.5225975234344,38.0142678020547
180639,01-14-2014,3050 HELMSDALE PL,3308,"MECHANICAL, MULTI-FAMILY","2,250",BALL HOMES INC,STIVERS HVAC INC,20045900,-84.4229659947532,38.0124410206374
180640,01-14-2014,4258 MOONCOIN WAY,,"FENCE, RESIDENTIAL","2,760",MR. RICKARD,FAYETTE FENCE COMPANY,38241890,-84.5202045984235,37.9663266921979
180641,01-14-2014,704 EUCLID AVE,,ZONING COMPLIANCE PERMIT (N/C),0,KROGER PHARMACY,KROGER PHARMACY,15298800,-84.4928090306896,38.030785394643
180642,01-14-2014,3831 BELLEAU WOOD DR,36,"MECHANICAL, MULTI-FAMILY","2,250",BALL HOMES INC,STIVERS HVAC INC,20428718,-84.5038774578538,37.9729512083472
180643,01-16-2014,1651 N BROADWAY,,SIGNS,"6,000",A A CAPITAL INC,A A CAPITAL INC,21098150,-84.4727343153975,38.0692359432295
180644,01-14-2014,1025 MONARCH ST,STE 180,REMOD. GEN. BUSINESS OFFICE/BLDG.,"10,000",COMMONWEALTH RESPIRATORY CONSULTANTS,K & B DRYWALL LLC,19993070,-84.5554422741098,38.0214879886263
180645,01-14-2014,3224 ORCHARD GRASS RD,,"MECHANICAL, SINGLE FAMILY",0,ATKINS HOMES,SERVICE EXPRESS CO,38212460,-84.3981640547094,38.0166557188716
180646,03-10-2014,3401 NICHOLASVILLE RD,STE 212,RETAIL SALES REMODELING,"85,000",HELZBURG DIAMONDS,"WESTWOOD CONTRACTORS, INC",13863185,-84.5292093910634,37.990255929352
180647,02-12-2014,518 E HIGH ST,,REMODELING RECREATIONAL FACILITY,"30,000",SOURCE ON HIGH,SOURCE ON HIGH,10130452,-84.4926914549719,38.0360438426455
180648,01-14-2014,4648 HICKORY CREEK DR,,RESIDENTIAL ADDITION,"25,000",MS. PAM RYAN,J & R CONSTRUCTION SERVICES INC,20075300,-84.4848449187536,37.9601137463672
180649,01-14-2014,433 SOUTHLAND DR,,RETAIL SALES REMODELING,500,COOL COMFORT SHOES,COOL COMFORT SHOES,12623900,-84.4480330202144,38.0650593748214
180651,01-14-2014,784 LOCHMERE PL,,"MECHANICAL, SINGLE FAMILY","6,215",BALL HOMES INC,STIVERS HVAC INC,38252270,-84.4092294955547,37.9932134818037
180652,01-14-2014,1414 BRYAN AVE,,REMODELING RESTAURANT,"5,000",LA CABANA MEXICAN & SEAFOOD,LA CABANA MEXICAN & SEAFOOD,25205200,-84.468657551317,38.0586980434331
180654,01-14-2014,115 JEFFERSON ST,,FIRE LOSS RESIDENTIAL,500,TONY CHILDRESS,TONY CHILDRESS,13573400,-84.5026918854818,38.0522966583384
180655,01-17-2014,218 JEFFERSON ST,,"MECHANICAL COMM. $100,001-$150,000","150,000",THE APIARY,GREEN MECHANICAL CONSTRUCTION INC,16119800,-84.4996011459049,38.0539234741367
180656,01-14-2014,1801 RACHELS RUN,,"MECHANICAL, SINGLE FAMILY","8,707",BALL HOMES INC,STIVERS HVAC INC,38248900,-84.392437809081,38.0197466457933
180657,01-14-2014,761 LOCHMERE PL,,"MECHANICAL, SINGLE FAMILY","10,863",BALL HOMES INC,STIVERS HVAC INC,38252300,-84.4094341647072,37.9922085987817
180658,01-14-2014,893 SUGARBUSH TRL,,"MECHANICAL, SINGLE FAMILY","4,146",BALL HOMES INC,STIVERS HVAC INC,38246370,-84.3987794356094,37.9910671819302
180659,01-14-2014,865 SUGARBUSH TRL,,"MECHANICAL, SINGLE FAMILY","4,982",BALL HOMES INC,STIVERS HVAC INC,38247300,-84.3993573487542,37.9903277704256
180660,02-19-2014,708 MILES POINT WAY,,"MECHANICAL COMM. $75,001-$100,000","83,175",KINEMETRIX,TOTAL COMFORT CORP,38247520,-84.554913831018,38.0667660409103
180661,01-14-2014,312 RIDGEWAY RD,,ZONING COMPLIANCE HOME OFFICE (N/C),0,LONNIE/LESLIE PALMER,LONNIE/LESLIE PALMER,17094200,-84.481464888694,38.0239624682031
180662,01-15-2014,670 PERIMETER DR,,"MECHANICAL COMM. $2,001-$10,000","4,500",BIFF BUCKLEY,WARES HEATING & COOLING,20011400,-84.4627391365292,37.9953811262481
180663,03-07-2014,3555 NICHOLASVILLE RD,,RETAIL SALES REMODELING,"14,278,932.8",CBL & ASSOCIATED PROPERTIES,GRAYCOR,15702275,-84.5280346404078,37.9879446002362
180664,01-15-2014,286 MCCONNELLS TRCE,#101,"MECHANICAL, SINGLE FAMILY",0,DENNIS ANDERSON REALTY,PRODUCTION HEATING & COOLING INC,38251590,-84.563445723136,38.0834353051142
180665,01-15-2014,286 MCCONNELLS TRCE,#102,"MECHANICAL, SINGLE FAMILY",0,DENNIS ANDERSON REALTY,PRODUCTION HEATING & COOLING INC,38251590,-84.563445723136,38.0834353051142
180666,01-15-2014,286 MCCONNELLS TRCE,#103,"MECHANICAL, SINGLE FAMILY",0,DENNIS ANDERSON REALTY,PRODUCTION HEATING & COOLING INC,38251590,-84.563445723136,38.0834353051142
180667,01-15-2014,592 E NEW CIRCLE RD,,SIGNS,"1,500",AUTO MAX USED CARS,AUTO MAX USED CARS,15652800,-84.4687286525157,38.0628767441832
180668,01-15-2014,2923 EMINENT DR,,"FENCE, RESIDENTIAL","2,450",ERNEST & CONNIE BACK,MYERS FENCING,38247710,-84.5359299539451,38.1047387055859
180669,01-17-2014,475 ANGLIANA AVE,,SIGNS,"6,000",ALLTECH,RUGGLES SIGN COMPANY,16666825,-84.5125631319542,38.0440041232325
180670,01-15-2014,801 LOCHMERE PL,,SINGLE FAMILY RESIDENCE,"100,000",BALL HOMES LLC,BALL HOMES INC,38252140,-84.4079770387152,37.9940120516279
180671,01-15-2014,2931 EMINENT DR,,SINGLE FAMILY RESIDENCE,"115,000",BALL HOMES LLC,BALL HOMES INC,38247730,-84.5363066699474,38.1048401023044
180672,01-15-2014,4016 MOONCOIN WAY,,SINGLE FAMILY RESIDENCE,"158,000",BLUEGRASS REAL ESTATE PARTNERS LLC,BALL HOMES INC,38251030,-84.5164555240137,37.9699309261367
180673,01-15-2014,135 ELAM PARK,,ZONING COMPLIANCE HOME OFFICE (N/C),0,TIM FLEEMAN,TIM FLEEMAN,20771600,-84.523726721496,38.0171819780978
180674,01-15-2014,1101 N YARNALLTON PIKE,,REMOD. GEN. BUSINESS OFFICE/BLDG.,"50,000","PINE KNOLL FARM, INC",CRAWFORD BUILDERS INC,19306890,-84.5740086771897,38.1279962910446
180675,01-15-2014,4982 HARTLAND PKWY,,RESIDENTIAL ADDITION,"101,342",JOYCE WEEKS,BACK CONSTRUCTION INC,20015620,-84.4837757430826,37.9506651032687
180676,01-15-2014,110 W SIXTH ST,,ZONING COMPLIANCE PERMIT (N/C),0,JUICE BOX,JUICE BOX,13592701,-84.4868588273279,38.0541293313792
180677,01-15-2014,3608 IRON LACE DR,,RESIDENTIAL ADDITION,"31,318",LELAND AND MELODIE BLAUSER,AMERICAN HOME DESIGN INC,19315010,-84.404403057218,38.0051476466275
180678,01-16-2014,547 S LIMESTONE,,"MECHANICAL COMM. $2,001-$10,000","10,000",BLUCOMM,A D A HEATING & AIR,14174000,-84.5084827536675,38.0356583364926
180679,01-15-2014,3948 SWEETSPIRE DR,,"FENCE, RESIDENTIAL",700,CAILIN WOHLANDER,RIO GRANDE FENCE CO INC,38138570,-84.5471817221867,37.9697381427035
180680,01-15-2014,3341 LAWSON LN,,"MECHANICAL, SINGLE FAMILY",0,D B HOMES,COMFORT HEATING & AIR,38252510,-84.409216018081,38.0061246677578
180681,01-15-2014,1121 KAVENAUGH LN,,SINGLE FAMILY RESIDENCE,"220,000",JMOORE HOMES INC.,JUSTIN MOORE,38252810,-84.4082008148109,38.0066748674455
180682,01-15-2014,1510 NEWTOWN PIKE,,"MECHANICAL COMM. $2,001-$10,000","6,800",HAPPY DRAGON,COMFORT HEATING & AIR,10026820,-84.4884830891298,38.0873949079078
180683,01-15-2014,256 PRESTON AVE,,RESIDENTIAL ADDITION,"10,000","TAK, LLC/OWNER","TAK, LLC/OWNER",45224300,-84.4735897406535,38.033661677991
180685,02-19-2014,485 W FOURTH ST,,"MECHANICAL COMM. $100,001-$150,000","150,000",CATHOLIC DIOCESE OF LEXINGTON,TOTAL COMFORT CORP,10042330,-84.4959266933524,38.0565748253903
180686,01-16-2014,3020 BLACKMOOR PARK CIR,,ZONING COMPLIANCE HOME OFFICE (N/C),0,MELISSA F. DICKEY,MELISSA F. DICKEY,38035780,-84.4014723083738,38.0205132339789
180687,01-16-2014,3200 CORNWALL DR,,REMODELING RESIDENTIAL,"35,000",JOY ANNA ANDERSON,QUALITY CONSTRUCTION COMPANY,23813050,-84.5519281482638,38.0016454089028
180688,01-16-2014,1351 NEWTOWN PIKE,,"MECHANICAL COMM. $10,001-$25,000","11,800",BLUEGRASS.ORG,DISPONETTE SERVICE CO INC,25573200,-84.4934802044338,38.0825590637491
180689,01-16-2014,369 W VINE ST,UNIT 2103,"MECHANICAL, MULTI-FAMILY","6,000",TERRY KINZER,DISPONETTE SERVICE CO INC,10009830,-84.5001648981617,38.0483397706854
180690,01-16-2014,3945 BRANHAM PARK,,"MECHANICAL, SINGLE FAMILY","9,000",MARK PHILLIPS,CHRISTOPHER & SMITH HEATING & AC,38150220,-84.4285752070222,37.9801334599241
180691,01-16-2014,1650 SAHALEE DR,,"MECHANICAL, SINGLE FAMILY","43,000",MARY BETH WALLER,CHRISTOPHER & SMITH HEATING & AC,38020490,-84.4546287892814,38.1103602080804
180692,02-03-2014,2940 BLACKFORD PKWY,,GRADING RESIDENTIAL,0,"2240 KERWIN HOMES, LLC",MIKE KERWIN HOMES LLC,38184650,-84.3983309821173,38.0278669074997
180693,01-16-2014,2430 PATCHEN WILKES DR,,GRADING RESIDENTIAL,0,"SJM HOMES, LLC",S J M HOMES LLC,38237080,-84.4422321399548,38.0401179799639
180694,01-16-2014,2409 GREATSTONE PT,,"MECHANICAL COMM. $2,001-$10,000","2,100",HOSPICE OF THE BLUEGRASS,FRANTZ INC,10055670,-84.5492017669971,38.0188675394948
180695,01-16-2014,1699 BRYAN STATION RD,,"SINGLE FAMILY RES, 1500 SQ.FT. OR LESS","80,000",LEXINGTON HABITAT FOR HUMANITY,LEXINGTON HABITAT FOR HUMANITY,10033730,-84.4627982931144,38.0611478787292
180696,01-16-2014,147 OLD GEORGETOWN ST,,REMODELING RESIDENTIAL,"20,000",MEGAN & RACHEL LOOFF,RAE INC,12310450,-84.503619484396,38.0541644087515
180697,01-16-2014,652 LAKESHORE DR,,RESIDENTIAL ADDITION,"21,000",LOUISE LEAR,EDDIE KING CONSTRUCTION,12327705,-84.4628279949064,38.0038569953549
180698,01-16-2014,418 SPRING STATION DR,,LAND DISTURBANCE PERMIT COMMERCIAL,0,LFUCG,LAGCO INC,11899100,-84.4508841992365,38.0676113266393
180699,01-16-2014,5751 BRIAR HILL RD,,"MECHANICAL COMM. $10,001-$25,000","23,000",LOCKHEED MARTIN,ALPHA MECHANICAL SERVICE,25319855,-84.3729084617795,38.0687256865335
180700,01-16-2014,2225 BURNS CT,,REMODELING RESIDENTIAL,"25,000",PAUL STAHARA,MELTON CONSTRUCTION LLC,38001830,-84.5750572766791,38.0139791903293
180701,01-16-2014,4857 BUD LN,,REMODELING RESIDENTIAL,"60,000",RANDY AND VALERIE FOX,C 3 UNITED SOLUTIONS LLC,20049340,-84.5893667484093,37.9868394478751
180702,01-16-2014,353 COLONY BLVD,,REMODELING RESIDENTIAL,"30,000",CHRIS & ROBYN CLIFFORD,C 3 UNITED SOLUTIONS LLC,11384400,-84.488666668374,38.0202335747138
180703,01-16-2014,207 WESTWOOD CT,,"MECHANICAL, SINGLE FAMILY",0,JOY BUCHANAN,AIR TECH INC,21499200,-84.5160467941163,38.0253564651548
180704,01-16-2014,154 MONTMULLIN ST,,"MECHANICAL, SINGLE FAMILY",0,TIM CHESNEY,AIR TECH INC,13507650,-84.5091794863147,38.0386193010739
180705,01-22-2014,1080 S BROADWAY,STE 201,SIGNS,"2,100",BLUE REEF TO GO SUSHI & GRILL,INSTANT SIGNS II,19347930,-84.5172954686447,38.0367128718813
180706,01-17-2014,1361 DEER LAKE CIR,,FIRE LOSS RESIDENTIAL,"70,000",MARY WALLACE,RENEW CONSTRUCTION AND REMODELING,10001690,-84.4664504668386,37.9743069184914
180707,01-17-2014,1365 DEER LAKE CIR,,SINGLE FAMILY DWELLING,"80,000",MIKE SCHARDEIN,RENEW CONSTRUCTION AND REMODELING,10001700,-84.4665794108981,37.9743015561631
180708,01-17-2014,424 DAVIDSON CT,,"FENCE, RESIDENTIAL",700,GDP HOMES LLC,RIO GRANDE FENCE CO INC,12181400,-84.4889630446608,38.057774259405
180709,01-17-2014,220 ELLERSLIE PARK BLVD,,"MECHANICAL, SINGLE FAMILY","13,000",THE SMITH CO,ENGINEERED HEATING & AIR,38148650,-84.4309543446731,37.9824023916124
180710,01-17-2014,1936 BLAIRMORE RD,,RESIDENTIAL ADDITION,"29,522",BARBARA & CHUCK VELLIOS,AMERICAN HOME DESIGN INC,14968500,-84.4718132409656,38.0173632979039
180711,01-17-2014,1365 CAHILL DR,,"MECHANICAL COMM. $2,001-$10,000","2,386",BRETT CONSTRUCTION,AIR CONTROL HEATING & COOLING OF LEX,10042460,-84.5305976832783,38.0576443444575
180712,01-17-2014,1171 E NEW CIRCLE RD,,ZONING COMPLIANCE PERMIT (N/C),0,DRIVE TIME CAR SALES,DRIVE TIME CAR SALES,23446675,-84.4524820985024,38.0332617837217
180713,01-17-2014,3760 SUNFLOWER ST,,"MECHANICAL, SINGLE FAMILY","13,000",EIRECON,ENGINEERED HEATING & AIR,38244260,-84.3948235308215,38.0157722888888
180714,01-17-2014,2365 HARRODSBURG RD,B-240,"MECHANICAL COMM. $2,001-$10,000","8,940",SOUTHCREEK PROPERTIES,MULLIS INC,22844400,-84.5459736048368,38.0205336275082
180716,01-17-2014,3302 BEACON ST,,"MECHANICAL, SINGLE FAMILY","7,890",ANDOVER CONSTRUCTION,ADVANTAGE AIR,38196290,-84.5588353903655,38.0164506737412
180717,01-21-2014,2,,"MECHANICAL COMM. $10,001-$25,000","16,000",AETNA BLDG MAINTENANCE,MONTHIE MECHANICAL INC,14169600,-84.470861191578,38.0043722873435
180718,01-23-2014,1068 KAVENAUGH LN,,GRADING RESIDENTIAL,0,"FALLS CREEK BUILDING CO, LLC","FALLS CREEK BUILDING CO., LLC",38252540,-84.4095511024426,38.0050883551786
180719,01-21-2014,166 PROSPEROUS PL,100,"MECHANICAL COMM. $2,001-$10,000","6,200",DR HOMING KIM,BREWERS H V A C,19345650,-84.4407571373378,38.0024749817936
180720,01-27-2014,3735 PALOMAR CENTRE DR,STE 120,SIGNS,"7,000","PALOMAR EGGS, LLC",INTEGRATED SIGN & GRAPHIC INC,20104910,-84.5715287136894,38.0042022202509
180721,01-23-2014,611 WINCHESTER RD,STE 200,SIGNS,411,KITTY WARD,KITTY WARD,16172010,-84.480978056956,38.0424066068341
180722,01-21-2014,2120 LAKESIDE DR,,"MECHANICAL, SINGLE FAMILY","7,995",RUTH CORNING,COLEMAN SMITH INC,15407350,-84.4751424232336,38.0023570278141
180723,01-21-2014,764 MAPLE AVE,,"SINGLE FAMILY RES, 1500 SQ.FT. OR LESS","89,000",LEXINGTON HABITAT FOR HUMANITY,LEXINGTON HABITAT FOR HUMANITY,16763556,-84.4795455520768,38.0540448518781
180724,01-21-2014,372 JEFFERSON ST,,SINGLE FAMILY RESIDENCE,"100,000",SOLOMON LEE VAN METER,SOLOMON LEE VAN METER,15218300,-84.4965188923576,38.0562364117535
180725,01-22-2014,767 WINCHESTER RD,,"MECHANICAL COMM. $900,001-$1,000,000","1,000,000",J M SMUCKER CO,PERFECTION GROUP INC,15159900,-84.4778582510761,38.0422248300144
